Month,Job Title,Growth Percentage,Average Salary,Openings
April,Full Stack Developer,+9.1% Growth,"$78,527",543+ openings
June,AI Engineer,+15.17% Growth,"$109,407",1758+ openings
March,Cybersecurity Analyst,+8.79% Growth,"$122,552",504+ openings
February,Cybersecurity Analyst,+29.78% Growth,"$134,490",3185+ openings
July,Business Analyst,+39.7% Growth,"$90,537",551+ openings
August,Software Engineer,+8.6% Growth,"$123,255",1246+ openings
June,DevOps Engineer,+22.69% Growth,"$87,943",4338+ openings
December,Software Engineer,+38.22% Growth,"$149,825",4447+ openings
December,Data Scientist,+22.02% Growth,"$101,397",4193+ openings
January,Cloud Engineer,+21.93% Growth,"$85,798",1544+ openings
March,Full Stack Developer,+31.93% Growth,"$101,584",3458+ openings
April,Business Analyst,+43.17% Growth,"$120,828",2897+ openings
January,Full Stack Developer,+8.63% Growth,"$72,828",813+ openings
October,Full Stack Developer,+40.07% Growth,"$72,385",2096+ openings
March,Cloud Engineer,+17.98% Growth,"$93,131",4105+ openings
July,UX/UI Designer,+10.47% Growth,"$135,521",1417+ openings
August,Full Stack Developer,+22.72% Growth,"$71,424",3423+ openings
April,Business Analyst,+40.23% Growth,"$136,991",2246+ openings
June,DevOps Engineer,+42.72% Growth,"$92,003",2801+ openings
July,Data Scientist,+48.76% Growth,"$84,243",3813+ openings
August,Data Scientist,+21.7% Growth,"$143,218",3221+ openings
November,Software Engineer,+7.11% Growth,"$137,510",1176+ openings
October,Software Engineer,+44.26% Growth,"$128,550",1520+ openings
February,Cloud Engineer,+27.58% Growth,"$123,731",2754+ openings
March,Cybersecurity Analyst,+35.6% Growth,"$120,952",3069+ openings
February,DevOps Engineer,+44.7% Growth,"$94,862",1293+ openings
October,Data Scientist,+21.0% Growth,"$96,358",1632+ openings
August,AI Engineer,+40.79% Growth,"$111,465",1776+ openings
May,Product Manager,+45.07% Growth,"$129,347",2359+ openings
December,Business Analyst,+12.71% Growth,"$102,149",2377+ openings
December,Software Engineer,+25.95% Growth,"$87,032",1142+ openings
March,Data Scientist,+12.65% Growth,"$114,659",3445+ openings
August,AI Engineer,+28.74% Growth,"$127,559",3585+ openings
May,DevOps Engineer,+24.41% Growth,"$129,130",3466+ openings
February,Data Scientist,+29.24% Growth,"$75,530",3375+ openings
February,UX/UI Designer,+5.72% Growth,"$141,384",1917+ openings
January,Cloud Engineer,+44.06% Growth,"$82,460",4620+ openings
November,Software Engineer,+42.43% Growth,"$90,059",2657+ openings
January,Cloud Engineer,+6.84% Growth,"$102,646",3295+ openings
May,Full Stack Developer,+5.2% Growth,"$121,775",2225+ openings
October,AI Engineer,+35.59% Growth,"$105,398",2262+ openings
June,Data Scientist,+6.64% Growth,"$133,253",2954+ openings
October,Full Stack Developer,+39.72% Growth,"$109,726",2769+ openings
September,Full Stack Developer,+37.1% Growth,"$91,815",2195+ openings
June,AI Engineer,+32.75% Growth,"$148,192",4479+ openings
July,Cybersecurity Analyst,+48.93% Growth,"$120,444",4941+ openings
May,Cloud Engineer,+7.96% Growth,"$119,164",1682+ openings
November,AI Engineer,+10.9% Growth,"$109,277",585+ openings
February,AI Engineer,+15.33% Growth,"$86,593",1924+ openings
July,Business Analyst,+13.55% Growth,"$97,134",3472+ openings
April,AI Engineer,+32.94% Growth,"$126,074",3292+ openings
March,Full Stack Developer,+18.28% Growth,"$79,711",2572+ openings
January,Full Stack Developer,+31.24% Growth,"$70,607",973+ openings
September,DevOps Engineer,+46.04% Growth,"$148,032",4466+ openings
November,UX/UI Designer,+25.69% Growth,"$122,043",3186+ openings
April,UX/UI Designer,+36.5% Growth,"$106,314",1019+ openings
October,Full Stack Developer,+20.78% Growth,"$97,079",4217+ openings
April,Product Manager,+18.78% Growth,"$70,380",3467+ openings
October,Cloud Engineer,+42.27% Growth,"$101,057",3249+ openings
November,Cybersecurity Analyst,+6.3% Growth,"$146,646",3016+ openings
March,Cloud Engineer,+46.25% Growth,"$126,211",4696+ openings
August,UX/UI Designer,+20.92% Growth,"$72,034",4571+ openings
July,Cloud Engineer,+6.07% Growth,"$130,252",2743+ openings
November,Business Analyst,+45.62% Growth,"$89,479",3511+ openings
December,Cloud Engineer,+28.74% Growth,"$87,886",655+ openings
September,DevOps Engineer,+13.08% Growth,"$121,205",4456+ openings
July,Cloud Engineer,+41.36% Growth,"$72,664",4983+ openings
December,AI Engineer,+14.71% Growth,"$130,980",1930+ openings
October,Business Analyst,+9.57% Growth,"$143,728",4880+ openings
November,DevOps Engineer,+9.53% Growth,"$122,864",1536+ openings
April,Data Scientist,+43.87% Growth,"$116,632",1810+ openings
December,UX/UI Designer,+22.63% Growth,"$127,545",766+ openings
October,Business Analyst,+49.01% Growth,"$143,071",2421+ openings
July,Product Manager,+40.05% Growth,"$90,026",3790+ openings
May,AI Engineer,+12.62% Growth,"$93,730",2761+ openings
August,UX/UI Designer,+42.62% Growth,"$127,277",2866+ openings
March,AI Engineer,+12.92% Growth,"$103,390",2705+ openings
May,Cybersecurity Analyst,+47.46% Growth,"$73,188",4896+ openings
October,DevOps Engineer,+8.02% Growth,"$88,181",1034+ openings
June,AI Engineer,+43.79% Growth,"$86,689",1166+ openings
August,Cybersecurity Analyst,+8.41% Growth,"$120,349",2976+ openings
April,Data Scientist,+24.71% Growth,"$81,184",563+ openings
May,DevOps Engineer,+35.89% Growth,"$134,453",4890+ openings
November,Data Scientist,+6.2% Growth,"$114,007",3306+ openings
November,Business Analyst,+8.87% Growth,"$128,045",1539+ openings
October,Business Analyst,+13.35% Growth,"$149,446",4157+ openings
January,Business Analyst,+8.36% Growth,"$73,519",976+ openings
June,DevOps Engineer,+37.77% Growth,"$111,624",2786+ openings
September,DevOps Engineer,+17.2% Growth,"$125,274",3575+ openings
May,Full Stack Developer,+40.9% Growth,"$128,665",1407+ openings
September,Business Analyst,+35.76% Growth,"$85,058",1960+ openings
April,Full Stack Developer,+5.07% Growth,"$131,520",549+ openings
March,Product Manager,+29.12% Growth,"$85,244",4256+ openings
December,Product Manager,+26.53% Growth,"$80,312",3398+ openings
January,Business Analyst,+22.0% Growth,"$93,374",3923+ openings
July,Business Analyst,+19.25% Growth,"$87,900",4276+ openings
May,Product Manager,+13.99% Growth,"$93,593",1932+ openings
December,Full Stack Developer,+36.7% Growth,"$109,906",2795+ openings
December,Product Manager,+18.51% Growth,"$145,712",4409+ openings
October,Cloud Engineer,+29.41% Growth,"$123,405",4744+ openings
May,Business Analyst,+10.7% Growth,"$108,929",3560+ openings
July,AI Engineer,+17.69% Growth,"$74,185",2193+ openings
June,Data Scientist,+42.88% Growth,"$107,379",3467+ openings
August,Business Analyst,+25.3% Growth,"$136,566",2057+ openings
May,Full Stack Developer,+13.15% Growth,"$95,459",4268+ openings
March,UX/UI Designer,+7.86% Growth,"$98,088",2695+ openings
January,UX/UI Designer,+18.58% Growth,"$93,434",503+ openings
September,AI Engineer,+5.47% Growth,"$112,759",1350+ openings
May,Full Stack Developer,+21.66% Growth,"$131,295",3768+ openings
July,UX/UI Designer,+35.63% Growth,"$105,032",3243+ openings
October,Data Scientist,+21.0% Growth,"$121,995",2232+ openings
April,Data Scientist,+27.59% Growth,"$119,204",4997+ openings
January,Business Analyst,+29.58% Growth,"$95,099",4001+ openings
September,Data Scientist,+34.49% Growth,"$77,902",2477+ openings
January,Product Manager,+13.14% Growth,"$115,841",1421+ openings
November,UX/UI Designer,+35.63% Growth,"$75,140",1563+ openings
October,Software Engineer,+37.4% Growth,"$145,914",3819+ openings
May,Cybersecurity Analyst,+37.33% Growth,"$128,277",643+ openings
January,Cybersecurity Analyst,+6.82% Growth,"$123,813",2339+ openings
September,Cloud Engineer,+35.25% Growth,"$128,141",1548+ openings
February,AI Engineer,+37.39% Growth,"$140,482",3588+ openings
March,Cybersecurity Analyst,+20.99% Growth,"$94,068",2623+ openings
September,Business Analyst,+46.95% Growth,"$107,014",854+ openings
June,Data Scientist,+23.39% Growth,"$97,531",4796+ openings
August,Software Engineer,+34.66% Growth,"$147,698",4519+ openings
February,DevOps Engineer,+24.13% Growth,"$117,111",1265+ openings
December,Business Analyst,+48.96% Growth,"$138,049",4616+ openings
January,Software Engineer,+16.12% Growth,"$72,938",3111+ openings
May,Cybersecurity Analyst,+14.35% Growth,"$76,830",2800+ openings
November,Data Scientist,+31.8% Growth,"$70,994",3507+ openings
January,Business Analyst,+25.63% Growth,"$81,938",2388+ openings
October,Cloud Engineer,+41.12% Growth,"$124,308",3186+ openings
March,Product Manager,+49.3% Growth,"$102,261",4474+ openings
June,Product Manager,+36.72% Growth,"$86,369",2471+ openings
September,Cybersecurity Analyst,+14.77% Growth,"$79,414",3062+ openings
September,UX/UI Designer,+46.3% Growth,"$88,520",1689+ openings
August,Full Stack Developer,+5.17% Growth,"$149,979",2378+ openings
August,Cloud Engineer,+29.93% Growth,"$126,149",669+ openings
April,Product Manager,+17.3% Growth,"$83,113",1409+ openings
February,Software Engineer,+8.68% Growth,"$77,053",1741+ openings
November,Cloud Engineer,+19.75% Growth,"$96,479",3152+ openings
November,Software Engineer,+6.43% Growth,"$137,476",1785+ openings
March,Software Engineer,+19.94% Growth,"$120,674",3935+ openings
July,Cybersecurity Analyst,+28.61% Growth,"$95,246",4130+ openings
February,Cybersecurity Analyst,+43.2% Growth,"$130,511",2291+ openings
May,Data Scientist,+36.85% Growth,"$80,514",699+ openings
December,AI Engineer,+9.42% Growth,"$83,049",4640+ openings
May,Product Manager,+5.87% Growth,"$133,750",4810+ openings
March,Software Engineer,+47.18% Growth,"$90,728",4831+ openings
July,Data Scientist,+32.46% Growth,"$84,565",4820+ openings
February,UX/UI Designer,+13.56% Growth,"$115,726",2749+ openings
March,Cybersecurity Analyst,+14.89% Growth,"$76,557",3885+ openings
July,Business Analyst,+47.17% Growth,"$77,081",2895+ openings
December,Cybersecurity Analyst,+16.22% Growth,"$75,359",3907+ openings
January,DevOps Engineer,+33.42% Growth,"$119,424",3608+ openings
September,DevOps Engineer,+30.66% Growth,"$137,995",2936+ openings
June,Data Scientist,+18.55% Growth,"$89,238",1323+ openings
December,Data Scientist,+19.55% Growth,"$125,804",1399+ openings
July,AI Engineer,+42.73% Growth,"$91,909",1849+ openings
December,DevOps Engineer,+44.83% Growth,"$75,630",2127+ openings
August,DevOps Engineer,+10.48% Growth,"$104,186",2310+ openings
October,Business Analyst,+44.42% Growth,"$72,247",2474+ openings
July,Cybersecurity Analyst,+40.74% Growth,"$73,784",1568+ openings
August,Cloud Engineer,+40.01% Growth,"$113,698",2607+ openings
August,Product Manager,+34.11% Growth,"$103,352",2408+ openings
January,Data Scientist,+25.81% Growth,"$141,105",4223+ openings
April,Software Engineer,+21.87% Growth,"$73,210",3607+ openings
September,Full Stack Developer,+6.01% Growth,"$79,670",2287+ openings
January,Cybersecurity Analyst,+8.12% Growth,"$84,331",2173+ openings
March,Full Stack Developer,+27.61% Growth,"$97,035",4373+ openings
April,AI Engineer,+49.04% Growth,"$83,533",4447+ openings
May,AI Engineer,+26.19% Growth,"$87,165",3176+ openings
July,DevOps Engineer,+15.14% Growth,"$123,263",2582+ openings
September,Cloud Engineer,+30.82% Growth,"$81,589",4239+ openings
December,DevOps Engineer,+25.97% Growth,"$115,500",4541+ openings
February,Full Stack Developer,+13.9% Growth,"$144,382",3856+ openings
August,Full Stack Developer,+47.93% Growth,"$146,408",4158+ openings
December,Cloud Engineer,+49.77% Growth,"$129,407",4757+ openings
May,UX/UI Designer,+29.27% Growth,"$149,374",3466+ openings
February,Software Engineer,+24.22% Growth,"$110,891",949+ openings
May,Cybersecurity Analyst,+28.0% Growth,"$87,289",903+ openings
May,Software Engineer,+35.27% Growth,"$97,757",3075+ openings
January,Cloud Engineer,+5.02% Growth,"$140,400",910+ openings
July,Product Manager,+39.91% Growth,"$99,836",3139+ openings
March,Cybersecurity Analyst,+28.48% Growth,"$74,682",4276+ openings
February,DevOps Engineer,+47.44% Growth,"$123,762",1630+ openings
May,UX/UI Designer,+46.02% Growth,"$114,529",4603+ openings
February,Product Manager,+40.71% Growth,"$144,664",1151+ openings
August,Full Stack Developer,+39.51% Growth,"$112,784",2934+ openings
June,Cybersecurity Analyst,+31.63% Growth,"$71,892",4262+ openings
November,Product Manager,+39.18% Growth,"$136,207",1606+ openings
July,Product Manager,+34.82% Growth,"$129,762",3380+ openings
January,Cloud Engineer,+21.47% Growth,"$106,312",3360+ openings
March,DevOps Engineer,+31.25% Growth,"$121,403",3237+ openings
March,Data Scientist,+41.95% Growth,"$83,350",849+ openings
December,Cloud Engineer,+35.61% Growth,"$85,579",754+ openings
March,Data Scientist,+39.96% Growth,"$108,446",2914+ openings
December,Cloud Engineer,+26.29% Growth,"$130,090",3264+ openings
January,Software Engineer,+16.05% Growth,"$130,793",1849+ openings
April,UX/UI Designer,+27.76% Growth,"$76,501",4468+ openings
June,Product Manager,+35.31% Growth,"$83,128",3689+ openings
August,Data Scientist,+34.35% Growth,"$122,531",3615+ openings
February,Cloud Engineer,+18.3% Growth,"$138,025",1326+ openings
December,Product Manager,+12.03% Growth,"$142,826",2646+ openings
June,Cloud Engineer,+15.67% Growth,"$112,487",919+ openings
August,Cloud Engineer,+17.85% Growth,"$83,003",1918+ openings
January,AI Engineer,+20.48% Growth,"$90,276",4008+ openings
August,Data Scientist,+17.41% Growth,"$72,067",857+ openings
October,Software Engineer,+23.49% Growth,"$111,459",2138+ openings
July,Software Engineer,+18.14% Growth,"$108,270",1142+ openings
December,Product Manager,+45.91% Growth,"$99,017",3315+ openings
January,Business Analyst,+46.54% Growth,"$145,868",2000+ openings
November,AI Engineer,+26.32% Growth,"$96,416",2956+ openings
April,DevOps Engineer,+5.11% Growth,"$73,997",1981+ openings
September,Full Stack Developer,+22.46% Growth,"$129,472",4429+ openings
October,Cloud Engineer,+15.81% Growth,"$135,810",957+ openings
March,Cybersecurity Analyst,+38.39% Growth,"$129,673",618+ openings
January,Full Stack Developer,+13.6% Growth,"$120,285",1974+ openings
February,Full Stack Developer,+36.38% Growth,"$98,917",868+ openings
April,Full Stack Developer,+28.9% Growth,"$149,598",2393+ openings
September,DevOps Engineer,+48.77% Growth,"$116,346",875+ openings
February,Data Scientist,+12.33% Growth,"$139,228",4806+ openings
November,Data Scientist,+11.47% Growth,"$127,405",1924+ openings
July,AI Engineer,+48.61% Growth,"$114,728",1105+ openings
July,Product Manager,+35.89% Growth,"$80,940",4309+ openings
November,Full Stack Developer,+32.1% Growth,"$88,662",2347+ openings
May,Business Analyst,+7.98% Growth,"$128,463",1433+ openings
October,Cloud Engineer,+26.79% Growth,"$121,043",2672+ openings
March,Full Stack Developer,+13.58% Growth,"$122,516",4297+ openings
August,DevOps Engineer,+40.56% Growth,"$74,775",4783+ openings
December,Cybersecurity Analyst,+9.08% Growth,"$115,278",2947+ openings
October,Data Scientist,+21.59% Growth,"$141,316",3688+ openings
June,Software Engineer,+24.68% Growth,"$144,905",576+ openings
June,Product Manager,+42.45% Growth,"$75,348",3205+ openings
March,Product Manager,+24.55% Growth,"$100,928",2885+ openings
April,Full Stack Developer,+6.62% Growth,"$136,723",1393+ openings
August,DevOps Engineer,+8.07% Growth,"$119,198",3019+ openings
August,Cybersecurity Analyst,+33.91% Growth,"$105,917",1722+ openings
November,Cloud Engineer,+17.57% Growth,"$98,361",4294+ openings
November,Cloud Engineer,+28.62% Growth,"$77,770",2734+ openings
December,Data Scientist,+12.18% Growth,"$89,479",4779+ openings
June,DevOps Engineer,+12.42% Growth,"$88,599",2902+ openings
December,AI Engineer,+41.39% Growth,"$131,610",1609+ openings
June,Cloud Engineer,+14.5% Growth,"$94,502",1416+ openings
October,DevOps Engineer,+19.81% Growth,"$142,936",1572+ openings
May,Product Manager,+38.52% Growth,"$71,811",1820+ openings
June,UX/UI Designer,+20.62% Growth,"$104,667",1268+ openings
November,Cybersecurity Analyst,+28.35% Growth,"$119,004",2834+ openings
April,Data Scientist,+19.15% Growth,"$113,683",1306+ openings
June,UX/UI Designer,+32.07% Growth,"$94,665",936+ openings
October,Business Analyst,+46.88% Growth,"$106,677",4735+ openings
September,Business Analyst,+6.06% Growth,"$144,258",989+ openings
May,Software Engineer,+34.26% Growth,"$113,678",4409+ openings
February,Business Analyst,+45.47% Growth,"$112,494",1532+ openings
June,Data Scientist,+23.57% Growth,"$70,563",4414+ openings
February,Cloud Engineer,+26.62% Growth,"$136,048",3912+ openings
September,AI Engineer,+38.49% Growth,"$148,448",1508+ openings
November,Data Scientist,+13.64% Growth,"$83,247",891+ openings
September,Cloud Engineer,+5.85% Growth,"$100,610",3447+ openings
August,Cloud Engineer,+36.55% Growth,"$110,004",4585+ openings
April,Business Analyst,+36.14% Growth,"$115,586",790+ openings
December,Cybersecurity Analyst,+14.86% Growth,"$97,996",1544+ openings
May,Cybersecurity Analyst,+12.04% Growth,"$116,072",4929+ openings
May,Business Analyst,+21.91% Growth,"$129,310",521+ openings
October,Cloud Engineer,+49.33% Growth,"$124,702",2705+ openings
March,DevOps Engineer,+25.03% Growth,"$137,223",4138+ openings
May,Product Manager,+16.97% Growth,"$78,065",3931+ openings
